loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status
1254,2402,Education,3354232.88,12.84,15-10-23,15-10-30,Closed
1255,3369,Home,3944170.21,5.92,29-01-24,29-01-43,Active
1256,2856,Personal,3284404.53,11.45,18-07-20,18-07-30,Closed
1257,596,Home,2503517.99,6.42,19-06-14,19-06-31,Active
1258,440,Education,2181741.89,5.09,16-02-22,16-02-29,Closed
1259,1561,Education,1125875.32,12.72,19-05-24,19-05-42,Active
1260,4272,Education,4951215.38,10.7,29-05-22,29-05-42,Active
1261,2680,Car,823577.31,5.84,07-07-16,07-07-36,Default
1262,1598,Car,3834849.55,12.81,05-11-09,05-11-16,Closed
1263,3391,Home,747563.16,8.32,26-08-22,26-08-33,Default
1264,4303,Personal,2720758.96,6.91,08-07-16,08-07-29,Closed
1265,4718,Home,394083.47,12.73,01-10-12,01-10-30,Default
1266,1923,Education,1065174.33,5.62,31-12-22,31-12-35,Default
1267,1671,Home,3079400.86,11.97,17-10-24,17-10-38,Active
1268,867,Car,3491523.97,11.44,28-04-21,28-04-40,Default
1269,4446,Home,3592163.05,9.87,25-04-14,25-04-16,Active
1270,2501,Education,2925043.77,7.03,18-03-22,18-03-42,Active
1271,3515,Personal,3659031.26,8.78,04-07-24,04-07-42,Closed
1272,1880,Personal,2226408.6,13.49,21-01-24,21-01-41,Active
1273,1377,Car,3995020.4,11.5,09-07-23,09-07-38,Active
1274,4845,Education,4755088.24,6.6,09-01-24,09-01-29,Active
1275,2522,Home,1339666.24,9.38,21-10-24,21-10-34,Default
1276,1432,Home,4676283.87,7.94,17-04-18,17-04-33,Active
1277,3851,Personal,3616116.89,11.18,21-09-19,21-09-31,Active
1278,2318,Personal,4380632.97,7.64,25-07-20,25-07-22,Default
1279,1331,Education,1383959.84,11.76,24-06-23,24-06-34,Closed
1280,1556,Car,3370464.4,13.44,26-07-20,26-07-30,Active
1281,2567,Car,4233858.16,13.27,20-08-18,20-08-26,Active
1282,1712,Car,2779679.85,10.19,19-12-10,19-12-28,Default
1283,4553,Personal,3457424.15,11.99,07-04-14,07-04-29,Active
1284,1883,Home,1331807.48,9.09,04-06-18,04-06-28,Closed
1285,2291,Education,4013122.63,11.09,31-08-16,31-08-33,Active
1286,2271,Home,2502693.43,9.44,15-11-11,15-11-16,Closed
1287,2883,Car,170540.55,6.5,21-08-24,21-08-34,Closed
1288,970,Education,2214710.68,9.9,26-04-18,26-04-31,Default
1289,3551,Personal,2729089.51,5.01,07-01-20,07-01-36,Active
1290,3535,Education,1948366.98,10.79,03-07-22,03-07-23,Default
1291,3141,Education,682270.65,8.53,25-02-23,25-02-31,Default
1292,1094,Education,4541102.63,5.73,07-01-18,07-01-20,Active
1293,4871,Education,1946283.19,8.12,10-08-17,10-08-27,Active
1294,4111,Home,3835370.8,8.05,23-12-13,23-12-33,Default
1295,4468,Car,3460813.48,13.63,09-05-23,09-05-32,Active
1296,1411,Personal,3478061.18,11.01,29-09-13,29-09-31,Default
1297,4184,Home,105052.4,9.34,27-05-24,27-05-31,Closed
1298,2758,Home,3440209,6.39,30-03-24,30-03-44,Closed
1299,620,Car,3565957.99,8.33,07-02-20,07-02-23,Default
1300,4905,Home,3519884.31,11.22,04-02-24,04-02-26,Active
1301,3959,Education,4541809.68,10.93,21-09-21,21-09-40,Closed
1302,2304,Home,4652499.09,13.97,25-09-08,25-09-13,Active
1303,2097,Education,2720226.84,11.64,13-02-20,13-02-27,Active
1304,1345,Car,2439748,13.52,18-09-20,18-09-24,Default
1305,2598,Car,941135.2,5.13,28-04-23,28-04-40,Active
1306,3361,Home,3395267.44,13.23,22-06-23,22-06-38,Active
1307,452,Education,181020.01,10.4,04-06-24,04-06-37,Closed
1308,4618,Education,1926462.22,8.04,15-04-23,15-04-25,Closed
1309,968,Education,1372782.75,13.17,24-02-24,24-02-34,Active
1310,619,Education,4703421.69,5,05-02-23,05-02-29,Active
1311,887,Car,4151190.7,11.81,08-08-22,08-08-40,Active
1312,3750,Car,2110860.95,10.65,24-12-15,24-12-26,Default
1313,3886,Home,850932.75,13.61,22-07-22,22-07-26,Closed
1314,344,Car,2180054.83,9.11,29-07-22,29-07-38,Default
1315,4674,Car,4885362.19,10.84,05-01-21,05-01-39,Active
1316,2141,Personal,3933376.45,5.8,19-01-22,19-01-34,Default
1317,275,Education,1252157.59,13.64,18-08-22,18-08-28,Closed
1318,3452,Car,3924114.79,8.67,16-02-24,16-02-39,Active
1319,3241,Car,2938528.34,11.87,30-01-22,30-01-31,Active
1320,3366,Personal,1569975.77,12.77,11-01-19,11-01-24,Default
1321,693,Car,174694.42,9.83,23-04-19,23-04-35,Active
1322,3370,Car,787643.42,10.75,07-11-19,07-11-27,Default
1323,1616,Education,4230336.53,8.58,10-10-19,10-10-26,Active
1324,3625,Home,3405554.48,11.91,07-08-16,07-08-36,Active
1325,868,Education,961729.22,6.97,10-02-17,10-02-18,Active
1326,931,Home,4450758.44,10.74,30-12-20,30-12-31,Default
1327,3100,Education,4824659.78,10.95,16-11-19,16-11-27,Active
1328,35,Home,4615212.33,10.3,01-03-21,01-03-34,Active
1329,4751,Car,1160451.9,10.55,13-06-18,13-06-20,Active
1330,444,Education,3882617.74,10.48,26-02-16,26-02-25,Closed
1331,3272,Car,2369288.86,12.26,21-02-09,21-02-16,Active
1332,4283,Education,3845393.13,6.6,30-05-24,30-05-44,Closed
1333,4184,Car,833085.43,13.77,14-09-20,14-09-28,Closed
1334,1154,Car,1191300.9,5.04,05-05-20,05-05-33,Closed
1335,3298,Education,1784293.73,13.55,27-12-18,27-12-22,Closed
1336,1763,Car,3050470.79,10.08,26-11-19,26-11-35,Active
1337,3853,Education,3454366.42,6.86,07-12-23,07-12-28,Active
1338,3512,Car,1319393.24,7.68,05-11-24,05-11-27,Active
1339,4412,Personal,3969570.75,5.31,17-08-20,17-08-38,Default
1340,3224,Car,3402991.79,7.76,09-11-18,09-11-26,Default
1341,4938,Car,3746645.83,12.15,10-03-12,10-03-22,Closed
1342,1748,Education,3275665.68,6.56,20-05-24,20-05-27,Closed
1343,3655,Personal,2357636.68,5.6,10-09-16,10-09-26,Closed
1344,1482,Education,3522016.74,5.34,25-10-13,25-10-23,Closed
1345,1347,Home,1155540.24,11.26,21-01-24,21-01-27,Default
1346,2561,Car,2731733.16,9.11,06-10-22,06-10-31,Active
1347,4233,Education,2210966.49,9.37,03-09-20,03-09-30,Closed
1348,754,Car,4374476,12.53,18-05-17,18-05-35,Default
1349,997,Car,4291753.65,8.41,25-12-22,25-12-40,Active
1350,1837,Personal,291050.75,5.72,11-07-23,11-07-33,Closed
1351,4424,Personal,2318934.32,5.9,11-11-15,11-11-30,Default
1352,1790,Education,976303.05,11.81,09-09-22,09-09-39,Active
1353,4522,Education,1266771.76,13.36,23-12-24,23-12-39,Default
1354,1620,Home,633719.89,13.58,05-05-17,05-05-26,Active
1355,2756,Car,4847447.46,12.73,27-05-12,27-05-14,Default
1356,861,Car,4780747.41,5.94,07-07-23,07-07-32,Closed
1357,4010,Car,2168835.22,7.42,29-12-10,29-12-20,Default
1358,2016,Home,2259758.51,7.18,07-07-24,07-07-33,Active
1359,3634,Car,1232161.7,12.48,27-01-17,27-01-20,Closed
1360,2727,Education,72103.37,12.62,31-01-18,31-01-38,Active
1361,103,Personal,3056167.15,10.34,13-04-23,13-04-38,Active
1362,2730,Home,555291.9,12.51,05-08-21,05-08-33,Active
1363,1176,Personal,2281158.84,13.5,11-08-23,11-08-28,Closed
1364,3966,Home,3927475.41,13.7,04-01-24,04-01-44,Active
1365,826,Home,155652.75,11.32,29-08-21,29-08-37,Default
1366,1285,Personal,2376176.88,10.06,08-10-24,08-10-26,Default
1367,4845,Education,3229417.34,12.29,05-03-23,05-03-31,Closed
1368,1592,Personal,3746577.5,8.08,29-06-24,29-06-29,Active
1369,969,Education,2848148.8,5.82,08-01-15,08-01-34,Active
1370,1215,Education,4190452.58,13.53,16-09-23,16-09-29,Closed
1371,372,Car,3362313.92,13.13,12-05-15,12-05-17,Default
1372,4545,Home,2430608.68,6.33,17-12-23,17-12-33,Closed
1373,964,Home,2746977.48,7.14,25-08-24,25-08-41,Closed
1374,3042,Home,2250871.19,5.74,08-07-19,08-07-21,Active
1375,3355,Home,4699418.31,7.75,30-07-22,30-07-30,Closed
1376,2942,Education,2872003.27,12.95,01-10-17,01-10-33,Active
1377,2504,Education,3262171.7,5.76,08-10-20,08-10-21,Active
1378,3714,Home,841323.88,6.47,25-03-24,25-03-32,Active
1379,333,Home,3424511.82,7.83,15-07-18,15-07-22,Default
1380,3144,Personal,2333181.94,7.1,26-02-22,26-02-28,Active
1381,2024,Home,4028830.22,5.93,08-11-20,08-11-38,Default
1382,4460,Car,821314.3,5.23,11-11-14,11-11-27,Closed
1383,2273,Car,3471315.08,10.65,03-10-19,03-10-21,Closed
1384,4620,Home,3424015.26,13.75,19-11-22,19-11-27,Default
1385,3773,Car,203476.41,12.96,12-10-16,12-10-32,Closed
1386,3112,Car,4629221.09,7.27,03-08-24,03-08-31,Default
1387,1584,Personal,3727102.62,5.39,25-08-18,25-08-22,Default
1388,4179,Car,4264416.51,9.85,24-08-24,24-08-42,Active
1389,1655,Education,4961051.34,6.88,05-06-20,05-06-32,Active
1390,4510,Personal,706480.74,12.28,16-07-24,16-07-34,Default
1391,3166,Personal,2715719.97,7.94,30-07-24,30-07-28,Default
1392,3601,Home,1602118.96,11.7,04-08-23,04-08-30,Default
1393,3682,Home,2952181.81,8.01,14-11-23,14-11-26,Default
1394,2527,Education,3192952.56,13.07,25-10-24,25-10-42,Active
1395,1784,Car,4302691.11,13.02,08-09-23,08-09-39,Default
1396,678,Car,2077982.21,7.99,29-10-23,29-10-30,Active
1397,2723,Personal,481521.22,7.88,08-07-22,08-07-36,Default
1398,1176,Home,4411367.94,11.94,21-01-14,21-01-19,Default
1399,1700,Home,1716028.01,9.78,22-01-11,22-01-30,Default
1400,2720,Personal,3950315.1,8.76,22-05-22,22-05-30,Default
1401,4917,Car,1296212.35,13.87,29-11-18,29-11-20,Closed
1402,4498,Home,2645309.4,10.32,19-11-24,19-11-44,Active
1403,3774,Home,4995499.84,12.23,11-09-15,11-09-28,Closed
1404,3203,Education,458332.01,10.15,17-10-24,17-10-38,Default
1405,3342,Home,1583271.58,13.93,11-03-24,11-03-29,Active
1406,1568,Car,4215652.11,5.43,25-02-15,25-02-25,Closed
1407,2825,Personal,2993971.6,5.21,08-07-17,08-07-25,Closed
1408,1034,Personal,1786932.11,13.8,18-11-19,18-11-27,Closed
1409,2498,Home,2709002.9,13.61,30-05-19,30-05-35,Closed
1410,1316,Personal,4885913.5,13.33,16-03-20,16-03-24,Active
1411,2310,Education,4842654.89,5.08,24-11-24,24-11-43,Closed
1412,3335,Car,981240.98,11.47,02-03-24,02-03-44,Default
1413,929,Home,1633602.96,8.11,30-12-24,30-12-36,Active
1414,785,Car,4107714.61,9.88,12-05-24,12-05-41,Closed
1415,1595,Home,4881864.65,8.12,29-03-22,29-03-40,Closed
1416,89,Personal,366336.59,9.32,20-04-20,20-04-34,Active
1417,1482,Car,4383710.34,8.76,13-10-21,13-10-34,Active
1418,2490,Education,4607111.36,9.11,14-07-11,14-07-24,Closed
1419,3081,Personal,641300.49,7.9,31-08-24,31-08-34,Active
1420,2633,Education,3390574.38,9.3,03-04-19,03-04-33,Default
1421,4921,Education,3126066.12,5.38,14-01-14,14-01-18,Default
1422,3879,Car,2671321.42,7.96,20-10-18,20-10-33,Default
1423,1997,Car,2869147.49,13.15,18-12-17,18-12-21,Closed
1424,4835,Car,2376468.32,10.62,15-10-24,15-10-33,Default
1425,4655,Education,2320045.7,11.17,17-08-12,17-08-19,Default
1426,4103,Personal,3963349.08,8.07,12-12-23,12-12-30,Default
1427,2921,Home,3254720.08,9.76,26-01-22,26-01-32,Closed
1428,4026,Personal,1628814.46,8.67,08-10-19,08-10-24,Closed
1429,824,Education,3216100.28,7.71,02-10-24,02-10-26,Active
1430,146,Education,709121.44,5.16,18-06-23,18-06-32,Closed
1431,4629,Home,1079641.41,13.92,18-10-24,18-10-33,Closed
1432,4452,Car,1454216.58,9.31,26-09-23,26-09-39,Default
1433,656,Personal,3306213.99,11.07,15-03-19,15-03-29,Active
1434,4671,Personal,2256480.9,6.18,14-11-24,14-11-43,Active
1435,2397,Home,1895908.36,11.52,07-06-17,07-06-26,Default
1436,4702,Car,3925310.96,8.13,30-10-12,30-10-19,Default
1437,2461,Home,837822.45,6.33,13-10-17,13-10-33,Default
1438,553,Car,510641.05,7.06,03-11-24,03-11-28,Active
1439,992,Education,3468925.11,7.45,17-03-23,17-03-32,Closed
1440,2722,Education,159776.52,7.45,12-05-18,12-05-27,Default
1441,2998,Education,3808619.51,10.39,08-09-24,08-09-43,Default
1442,4629,Education,2073145.33,11.93,17-10-20,17-10-26,Default
1443,4996,Car,1983252.28,13.45,12-01-12,12-01-13,Closed
1444,4940,Car,1816392.07,5.43,27-08-24,27-08-33,Default
1445,30,Car,1402153.98,6.97,22-08-18,22-08-19,Closed
1446,4031,Home,3625001.69,13.12,10-10-24,10-10-44,Default
1447,2278,Education,4929214.17,9.92,30-05-24,30-05-25,Active
1448,1688,Education,3412571.96,13.34,30-08-20,30-08-21,Default
1449,1617,Personal,4447600.72,8.31,17-02-16,17-02-23,Active
1450,1171,Personal,3737195.59,5.84,08-07-21,08-07-39,Active
1451,2081,Home,4427440.88,8.39,14-03-11,14-03-29,Default
1452,1160,Education,504658.71,13.47,21-12-24,21-12-31,Active
1453,2651,Home,1853369.96,11.86,04-11-24,04-11-26,Default
1454,2378,Car,2525410.91,5.55,31-12-20,31-12-37,Closed
1455,1187,Car,4519126.34,6.34,06-12-18,06-12-24,Default
1456,1741,Education,2139265.9,5.78,01-02-24,01-02-29,Default
1457,4093,Education,1311176.23,13.63,08-10-18,08-10-29,Closed
1458,826,Car,3964786.24,12.86,20-07-17,20-07-22,Closed
1459,1092,Personal,4916128.66,12.13,06-12-24,06-12-29,Active
1460,2528,Home,1297318.12,12.2,23-07-16,23-07-33,Closed
1461,3570,Education,398950.6,7.48,06-09-14,06-09-22,Closed
1462,4606,Personal,1567707.45,12.06,05-01-23,05-01-24,Closed
1463,2582,Education,3152894.99,10.17,02-01-20,02-01-35,Active
1464,3477,Personal,4944083.96,8.7,15-10-16,15-10-28,Closed
1465,1000,Personal,2990497.34,7.25,25-03-21,25-03-35,Closed
1466,652,Car,378735.76,9.99,13-11-17,13-11-37,Default
1467,3274,Home,3731568.89,12.71,09-12-22,09-12-34,Closed
1468,3339,Car,2318032.81,11.03,15-02-20,15-02-30,Closed
1469,2017,Car,765139.48,8.08,03-11-21,03-11-28,Active
1470,1230,Education,3988352.71,12.27,12-02-21,12-02-23,Closed
1471,3622,Home,404921.69,7.09,08-08-22,08-08-34,Active
1472,2401,Home,2663315.68,9.62,27-10-20,27-10-31,Default
1473,2892,Education,2977360.08,6.77,12-11-19,12-11-24,Default
1474,4435,Home,3056162.26,6.67,26-06-21,26-06-39,Active
1475,4063,Personal,2330551.17,6.67,26-01-24,26-01-25,Active
1476,1618,Education,4251674.85,11.26,09-06-24,09-06-31,Closed
1477,152,Personal,2674158.61,12.59,17-03-21,17-03-37,Closed
1478,3747,Home,2561434.26,9.02,14-04-18,14-04-24,Default
1479,1081,Car,4691221.91,8.08,22-05-24,22-05-30,Closed
1480,322,Home,3967935.8,9.85,31-12-19,31-12-22,Closed
1481,3965,Car,4794643.06,11,18-08-17,18-08-26,Default
1482,365,Education,705926.85,13.13,04-05-22,04-05-33,Closed
1483,2898,Home,3355892.73,10.12,23-11-12,23-11-29,Closed
1484,4551,Education,368476.24,13.57,13-04-18,13-04-30,Closed
1485,3327,Education,1197592.56,10.33,18-06-18,18-06-22,Active
1486,1212,Home,4972556.71,6.47,15-11-23,15-11-42,Active
1487,522,Education,4575445.61,13.39,22-04-21,22-04-31,Default
1488,1215,Education,501489.88,9.71,28-06-09,28-06-12,Default
1489,3910,Home,1845632.24,7.6,07-08-22,07-08-26,Closed
1490,3592,Home,3240302.83,11,08-01-23,08-01-25,Default
1491,4272,Education,4181718.9,13.37,23-09-21,23-09-35,Default
1492,1132,Home,3825437.88,13.79,11-09-16,11-09-34,Default
1493,3812,Personal,2548452.63,12.12,15-08-18,15-08-33,Active
1494,13,Car,3784755.88,13.89,29-09-20,29-09-39,Active
1495,64,Education,803073.35,13.9,17-12-23,17-12-35,Closed
1496,1698,Car,1553233.99,9.04,21-12-24,21-12-37,Active
1497,3523,Home,4981466.86,9.82,03-01-11,03-01-23,Active
1498,4586,Education,2578245.62,13.04,22-09-21,22-09-29,Default
1499,1427,Personal,1059781.23,7.77,26-10-24,26-10-27,Closed
1500,3917,Personal,417820.14,9.17,11-01-23,11-01-41,Active
1501,1926,Car,469211.54,10.91,03-04-21,03-04-25,Active
1502,2650,Car,3812613.23,6.19,30-11-22,30-11-37,Active
1503,1104,Education,1851011.99,13.41,11-06-15,11-06-21,Active
1504,3470,Education,4391411.11,8.37,30-11-24,30-11-29,Closed
1505,3153,Car,1229126.32,9.68,08-11-24,08-11-26,Default
1506,4935,Personal,3762898.8,9.21,12-08-24,12-08-33,Default
1507,2161,Education,1292737.22,11.55,20-04-24,20-04-28,Active
1508,3698,Car,334338.25,8.36,29-01-18,29-01-28,Closed
1509,1183,Education,4629026.18,8.44,07-03-22,07-03-38,Default
1510,3464,Personal,4375392.09,5.65,16-02-24,16-02-34,Default
1511,1162,Home,610237.58,6.83,17-09-20,17-09-30,Default
1512,3650,Personal,1172051.73,8.79,18-01-21,18-01-30,Closed
1513,2683,Education,4450976.34,9.27,18-04-21,18-04-27,Active
1514,900,Car,1558856.86,12.16,16-08-18,16-08-37,Default
1515,4781,Car,2834365.93,13.28,20-10-12,20-10-14,Closed
1516,1439,Personal,1021208.04,9.2,08-12-13,08-12-19,Active
1517,1082,Education,2316009.32,7.45,20-09-18,20-09-37,Default
1518,82,Education,4384418.88,5.4,18-06-23,18-06-37,Closed
1519,763,Personal,2909865.05,5.46,16-03-19,16-03-23,Default
1520,1656,Education,1121763.52,5.1,06-02-24,06-02-32,Active
1521,1444,Home,486182.41,6.33,16-01-14,16-01-23,Closed
1522,2491,Personal,1235294.8,11.45,05-03-19,05-03-39,Active
1523,2992,Car,1197603.4,12.41,23-10-23,23-10-38,Closed
1524,4098,Home,2807762.56,6.51,24-08-18,24-08-37,Closed
1525,219,Car,2964382.57,5.54,16-01-24,16-01-34,Closed
1526,2660,Home,428194.33,6.26,04-09-24,04-09-39,Active
1527,3162,Personal,2591504.58,7.73,26-05-23,26-05-38,Closed
1528,2278,Home,2602536.27,11.56,29-05-23,29-05-34,Default
1529,1234,Car,690459.27,7.63,15-03-19,15-03-20,Default
1530,179,Car,4580762.16,8.9,12-08-24,12-08-42,Active
1531,2192,Personal,1025957.27,7.03,17-10-22,17-10-42,Closed
1532,3800,Home,558538.5,9.78,29-01-24,29-01-25,Closed
1533,4862,Personal,183370.75,9.94,23-10-15,23-10-29,Active
1534,1761,Education,1602450.14,9.92,26-07-17,26-07-30,Active
1535,2940,Home,3854428.22,6.53,09-05-17,09-05-19,Closed
1536,1170,Education,838858.12,9.01,24-11-20,24-11-21,Default
1537,114,Car,3319418.63,12.65,23-03-24,23-03-38,Closed
1538,195,Car,4925501.14,10.79,15-07-07,15-07-16,Closed
1539,2709,Personal,4749531.48,10.74,18-07-24,18-07-29,Closed
1540,1488,Personal,1907051.72,13.76,05-11-11,05-11-28,Active
1541,1330,Car,4871960.11,9.6,30-11-09,30-11-17,Closed
1542,4231,Car,4102574,7.19,26-03-23,26-03-38,Active
1543,1940,Car,1495673.55,12.71,30-12-21,30-12-35,Active
1544,4030,Car,838579.89,10.43,16-03-21,16-03-30,Closed
1545,2913,Car,2013191.46,13.64,29-06-24,29-06-37,Active
1546,2145,Home,1954305.67,13.53,09-11-24,09-11-25,Closed
1547,1174,Education,1362657.92,11.38,02-07-19,02-07-33,Default
1548,4114,Home,3155892.14,5.87,10-10-19,10-10-39,Active
1549,3659,Personal,3212083.05,10.56,25-12-22,25-12-40,Active
1550,4888,Personal,2367131.27,8.28,19-07-18,19-07-33,Closed
1551,3945,Car,2590951.66,9.96,20-04-17,20-04-21,Default
1552,70,Education,4161573.96,6.94,12-05-24,12-05-39,Closed
1553,52,Home,2854020.79,12.26,26-11-17,26-11-37,Closed
1554,2709,Home,975071.43,8.85,02-07-24,02-07-32,Default
1555,428,Personal,4776849.65,13.93,19-09-14,19-09-18,Default
1556,1709,Education,2679383.48,7.27,09-01-07,09-01-25,Active
1557,3159,Personal,2960971.92,8.31,28-11-24,28-11-28,Active
1558,1161,Home,2257501.55,5.05,15-08-21,15-08-38,Closed
1559,1677,Education,4948926.5,13.02,15-01-24,15-01-34,Closed
1560,128,Education,2533402.53,7.6,12-09-23,12-09-25,Default
1561,3058,Home,2290015.11,7.46,07-07-12,07-07-31,Default
1562,4766,Personal,1170968.95,13.06,15-07-19,15-07-35,Default
1563,4604,Car,824734.3,13.05,22-06-07,22-06-21,Default
1564,4444,Personal,4068191.42,8.16,30-12-12,30-12-30,Default
1565,1341,Education,3965881.2,8.3,20-02-17,20-02-36,Closed
1566,348,Education,1665649.87,10.77,01-05-21,01-05-35,Active
1567,597,Education,1458142.31,12.93,26-11-16,26-11-33,Default
1568,862,Personal,2032335.54,8.44,29-06-24,29-06-37,Default
1569,549,Education,970163.75,5.65,06-10-23,06-10-33,Closed
1570,2949,Personal,3719883.43,6.59,01-07-24,01-07-26,Active
1571,3523,Home,1496954.37,9.22,23-10-24,23-10-43,Active
1572,1536,Personal,3216876.2,8.63,08-01-24,08-01-28,Closed
1573,3744,Car,3262454.81,12.72,12-12-10,12-12-20,Active
1574,1101,Car,3681271.63,10.07,19-07-20,19-07-31,Default
1575,1158,Personal,2694840.78,13.43,27-03-14,27-03-26,Closed
1576,1989,Personal,3363175.03,6.52,21-10-23,21-10-30,Active
1577,4575,Car,4297657.95,8.04,04-04-24,04-04-34,Default
1578,2050,Personal,467887.46,8.89,04-03-23,04-03-37,Default
1579,2449,Personal,1948559.19,11.23,22-07-24,22-07-31,Default
1580,2461,Home,2839825.33,6.76,11-07-21,11-07-26,Active
1581,1866,Home,1000981.94,5.58,21-05-16,21-05-26,Active
1582,3189,Car,3923820.88,10.54,06-06-20,06-06-31,Default
1583,216,Car,4628507.88,7.29,29-12-23,29-12-40,Default
1584,1590,Education,3469944.52,13.98,27-07-11,27-07-16,Closed
1585,1958,Home,2046459.73,7.57,29-07-17,29-07-37,Default
1586,2199,Car,1340770.23,13.77,30-09-20,30-09-37,Default
1587,7,Education,4245388.74,10.32,22-02-23,22-02-39,Default
1588,1334,Personal,3169408.8,9.42,19-01-12,19-01-26,Default
1589,1976,Home,3654067.71,9.07,13-07-17,13-07-33,Default
1590,3442,Education,2660234.6,9.26,03-07-22,03-07-42,Closed
1591,4581,Car,454744.15,10.34,04-08-24,04-08-33,Closed
1592,1734,Personal,333376.86,9.41,05-07-18,05-07-33,Default
1593,2406,Home,3309889.78,10.2,02-07-23,02-07-25,Active
1594,2575,Personal,3375528.3,6.17,27-01-21,27-01-22,Active
1595,4624,Home,113026.22,12.16,30-12-15,30-12-22,Default
1596,955,Personal,1083051.66,7.88,26-07-20,26-07-36,Active
1597,908,Car,3179570.58,13.85,20-02-19,20-02-30,Default
1598,788,Car,2450803.24,13.34,25-10-24,25-10-29,Default
1599,3556,Home,614682.15,8.37,29-06-14,29-06-30,Active
1600,40,Education,2731230.86,6.23,08-10-17,08-10-32,Active
1601,4903,Education,4375592.42,9.2,18-11-20,18-11-22,Default
1602,4700,Car,4215838.04,9.79,05-09-19,05-09-36,Active
1603,1757,Education,2543541.59,10.24,23-01-23,23-01-39,Active
1604,483,Education,1211233.01,6.13,11-04-24,11-04-37,Default
1605,2228,Personal,2442787.9,7.61,13-11-24,13-11-36,Active
1606,1038,Car,2232177.59,12.17,17-07-20,17-07-21,Active
1607,305,Education,4793975.23,10.94,16-10-22,16-10-26,Closed
1608,594,Home,2465435.06,6.77,09-08-24,09-08-30,Active
1609,667,Home,1257698.12,5.43,30-04-18,30-04-37,Closed
1610,2840,Personal,3197712.18,6.64,09-10-20,09-10-34,Default
1611,4327,Education,1869962.35,13.91,22-07-11,22-07-17,Active
1612,2163,Car,4471246.18,6.5,21-12-16,21-12-36,Active
1613,4336,Education,2147543.95,10.2,26-03-24,26-03-38,Default
1614,1430,Home,2250469.87,12.87,25-01-17,25-01-23,Closed
1615,272,Education,4868716.48,13.92,15-02-19,15-02-25,Active
1616,1053,Car,1694058.19,13.52,30-12-12,30-12-20,Active
1617,1479,Car,471092.66,5.61,19-12-15,19-12-25,Closed
1618,3817,Personal,875953.4,5.33,10-09-22,10-09-41,Closed
1619,2470,Education,3675014.96,5.67,08-02-14,08-02-17,Closed
1620,1242,Education,1067532.32,5.53,03-03-17,03-03-30,Active
1621,2342,Home,1223473.97,9.1,30-03-21,30-03-26,Default
1622,1960,Education,231519.89,12.75,18-03-17,18-03-25,Active
1623,2220,Personal,1311381.5,9.15,31-10-07,31-10-15,Default
1624,1819,Education,2987796.49,6.17,15-12-19,15-12-31,Closed
1625,3709,Personal,1814379.38,10.35,17-04-24,17-04-25,Active
1626,4142,Home,2238301.26,11.99,04-10-15,04-10-27,Default
1627,1091,Car,4817179.21,13.35,30-09-24,30-09-35,Default
1628,3469,Education,4588753.48,13.76,07-07-10,07-07-23,Closed
1629,2897,Home,4877262.51,12.83,25-11-23,25-11-31,Closed
1630,1194,Personal,1579218.12,13.27,23-07-23,23-07-25,Closed
1631,562,Personal,1500685.83,9.98,31-10-16,31-10-31,Active
1632,867,Education,3319863.16,10.95,15-05-23,15-05-26,Active
1633,2018,Car,4943676.59,5.23,05-07-13,05-07-25,Default
1634,1687,Personal,2049106.17,12.34,16-01-20,16-01-22,Closed
1635,6,Education,4025061.4,10.13,20-12-11,20-12-14,Default
1636,3816,Education,3066354.31,10.96,15-03-13,15-03-22,Default
1637,2824,Car,3225500.28,9.36,27-10-10,27-10-27,Default
1638,4246,Personal,4227441.34,13.24,15-04-20,15-04-30,Closed
1639,4602,Personal,1435414.36,6.84,19-11-24,19-11-39,Active
1640,664,Personal,1560474.71,7.2,12-03-13,12-03-32,Active
1641,4596,Personal,2744498.76,9.98,18-06-22,18-06-30,Default
1642,1203,Car,1655654.49,13.01,02-05-23,02-05-43,Closed
1643,1204,Education,225384.8,5.31,08-09-13,08-09-18,Closed
1644,3650,Home,4832266.3,8.83,29-06-15,29-06-27,Default
1645,571,Personal,1260791.71,6.65,04-12-22,04-12-27,Active
1646,825,Education,541113.46,12.89,06-10-22,06-10-23,Closed
1647,4109,Personal,2902326.23,8.57,24-08-08,24-08-18,Active
1648,2478,Personal,104415.15,6.75,24-11-16,24-11-32,Closed
1649,591,Home,3522969.4,9.13,17-06-19,17-06-29,Active
1650,1723,Home,3094248.22,9,28-03-19,28-03-33,Default
1651,193,Home,3133043.7,9.48,11-10-21,11-10-39,Default
1652,3505,Education,1918313.51,10.41,11-03-24,11-03-44,Closed
1653,1901,Education,720252.85,7.08,10-07-24,10-07-41,Closed
1654,1299,Car,1192143.42,10.34,04-03-19,04-03-26,Active
1655,2169,Personal,2265634.17,10.7,09-11-21,09-11-38,Default
1656,2031,Education,1413802.25,10.2,22-05-15,22-05-32,Active
1657,4996,Personal,901610.19,6.64,30-12-10,30-12-16,Active
1658,4203,Education,1168239.12,5.83,22-05-17,22-05-20,Closed
1659,1639,Personal,2718605.65,13.71,01-05-22,01-05-37,Closed
1660,3621,Personal,4028003.26,13.57,11-08-21,11-08-34,Active
1661,4260,Car,2112206.88,7.68,16-11-23,16-11-37,Default
