display_id,loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status,loan_duration_months,risk_category,outlier_flag
962,962,699,Home,4148480.58,10.53,2012-04-05,2029-04-05,Active,204,High,0
963,963,186,Home,4609568.60,7.81,2021-09-12,2036-09-12,Closed,180,High,0
964,964,3353,Personal,1060534.30,6.17,2021-09-21,2024-09-21,Closed,36,High,0
965,965,3538,Education,736586.83,9.26,2020-06-20,2035-06-20,Default,180,High,0
966,966,2965,Car,3827176.00,12.83,2022-01-02,2031-01-02,Closed,108,High,0
967,967,81,Personal,4650648.19,12.13,2024-12-26,2026-12-26,Active,24,High,0
968,968,1794,Personal,2238162.96,9.19,2023-02-26,2035-02-26,Default,144,High,0
969,969,4628,Home,2624040.40,9.16,2022-10-11,2028-10-11,Active,72,High,0
970,970,618,Education,1853601.05,7.86,2015-10-28,2020-10-28,Closed,60,High,0
971,971,1939,Education,2604081.86,10.19,2020-05-11,2023-05-11,Active,36,High,0
972,972,2885,Personal,1949088.67,12.26,2022-07-28,2034-07-28,Default,144,High,0
973,973,2449,Home,3321368.06,6.54,2024-06-14,2034-06-14,Active,120,High,0
974,974,4932,Home,1937131.38,7.89,2011-10-13,2012-10-13,Active,12,High,0
975,975,1283,Education,2628748.65,13.18,2016-07-22,2031-07-22,Active,180,High,0
976,976,1046,Personal,507188.45,5.82,2019-12-19,2027-12-19,Default,96,High,0
977,977,2314,Personal,2584020.66,6.87,2022-07-01,2037-07-01,Closed,180,High,0
978,978,2531,Personal,3457643.82,13.50,2007-12-21,2025-12-21,Active,216,High,0
979,979,727,Home,4143161.52,12.66,2020-08-07,2030-08-07,Default,120,High,0
980,980,2210,Education,2170402.09,11.50,2024-10-30,2043-10-30,Default,228,High,0
981,981,4725,Home,3559353.49,7.43,2013-11-11,2029-11-11,Default,192,High,0
982,982,3975,Education,1028233.84,13.20,2019-05-24,2026-05-24,Active,84,High,0
983,983,2049,Home,373914.05,6.10,2012-04-18,2028-04-18,Closed,192,Medium,0
984,984,1078,Education,2537484.65,8.20,2024-02-07,2041-02-07,Closed,204,High,0
985,985,1837,Personal,2809289.81,6.55,2024-12-07,2031-12-07,Closed,84,High,0
986,986,2675,Personal,1096439.50,11.01,2021-07-07,2027-07-07,Closed,72,High,0
987,987,1371,Personal,636991.85,6.05,2022-07-09,2029-07-09,Closed,84,High,0
988,988,3252,Education,992966.40,5.36,2024-10-11,2026-10-11,Default,24,High,0
989,989,395,Personal,2121801.06,10.17,2021-11-02,2032-11-02,Active,132,High,0
990,990,2552,Education,2248639.81,12.94,2020-03-12,2021-03-12,Closed,12,High,0
991,991,866,Home,4279558.20,11.24,2024-12-29,2036-12-29,Active,144,High,0
992,992,3240,Home,3896586.55,6.60,2020-07-25,2033-07-25,Active,156,High,0
993,993,4164,Car,2981832.70,5.25,2022-08-07,2030-08-07,Active,96,High,0
994,994,3646,Home,1696179.10,12.48,2021-04-25,2039-04-25,Active,216,High,0
995,995,4791,Personal,1933291.05,8.39,2005-08-09,2008-08-09,Active,36,High,0
996,996,2690,Home,2380187.99,5.04,2015-03-02,2023-03-02,Default,96,High,0
997,997,2703,Home,2983505.15,9.20,2022-10-20,2029-10-20,Closed,84,High,0
998,998,3398,Home,936087.05,8.57,2019-10-30,2033-10-30,Active,168,High,0
999,999,251,Education,1583910.99,12.36,2022-10-31,2031-10-31,Active,108,High,0
1000,1000,106,Home,2099255.75,12.38,2022-04-22,2037-04-22,Closed,180,High,0
1001,1001,1915,Home,952992.26,11.17,2023-05-23,2025-05-23,Default,24,High,0
1002,1002,2310,Car,3064311.86,7.89,2022-12-27,2034-12-27,Active,144,High,0
1003,1003,1026,Education,190926.12,9.91,2023-07-17,2037-07-17,Closed,168,Medium,0
1004,1004,3396,Car,511701.01,10.88,2023-02-01,2033-02-01,Closed,120,High,0
1005,1005,4534,Home,4014841.20,11.37,2010-01-25,2013-01-25,Active,36,High,0
1006,1006,2721,Personal,2480438.18,8.60,2022-09-15,2041-09-15,Default,228,High,0
1007,1007,3959,Education,734971.23,5.91,2017-06-26,2018-06-26,Default,12,High,0
1008,1008,3810,Car,4628539.13,13.70,2022-10-31,2025-10-31,Active,36,High,0
1009,1009,2524,Education,1153741.34,12.38,2017-12-04,2023-12-04,Default,72,High,0
1010,1010,4994,Car,3336452.63,9.38,2024-07-09,2039-07-09,Closed,180,High,0
1011,1011,2353,Personal,567859.14,6.86,2020-11-21,2031-11-21,Active,132,High,0
1012,1012,3861,Home,316147.30,7.64,2024-10-19,2040-10-19,Active,192,Medium,0
1013,1013,3768,Car,3491286.51,7.63,2020-02-25,2037-02-25,Closed,204,High,0
1014,1014,2659,Personal,949155.01,5.11,2019-09-06,2034-09-06,Default,180,High,0
1015,1015,1368,Education,1661416.57,11.51,2023-11-15,2027-11-15,Default,48,High,0
1016,1016,1819,Car,318374.27,9.36,2022-08-31,2033-08-31,Active,132,Medium,0
1017,1017,3573,Car,4249877.03,13.30,2017-04-02,2029-04-02,Default,144,High,0
1018,1018,268,Personal,3027423.55,9.33,2018-05-13,2020-05-13,Default,24,High,0
1019,1019,282,Car,1991567.50,5.00,2015-08-27,2022-08-27,Active,84,High,0
1020,1020,1627,Car,3981226.27,8.57,2019-02-28,2021-02-28,Default,24,High,0
1021,1021,4924,Car,1688149.19,13.05,2019-01-07,2034-01-07,Closed,180,High,0
1022,1022,3357,Education,2156722.36,7.36,2024-10-26,2034-10-26,Default,120,High,0
1023,1023,3972,Personal,2402249.56,11.24,2024-04-14,2043-04-14,Closed,228,High,0
1024,1024,3420,Home,1211514.33,6.39,2021-07-22,2040-07-22,Default,228,High,0
1025,1025,3681,Personal,2142522.65,12.38,2014-10-01,2025-10-01,Default,132,High,0
1026,1026,1190,Personal,633116.85,6.72,2020-11-16,2025-11-16,Active,60,High,0
1027,1027,418,Personal,2777464.92,11.69,2015-01-20,2017-01-20,Default,24,High,0
1028,1028,3447,Home,3783917.04,5.16,2021-10-17,2031-10-17,Default,120,High,0
1029,1029,4075,Personal,4130610.94,8.40,2014-06-06,2024-06-06,Default,120,High,0
1030,1030,3638,Personal,1557974.92,6.85,2020-07-26,2026-07-26,Default,72,High,0
1031,1031,1493,Personal,3063212.47,7.99,2022-01-19,2036-01-19,Closed,168,High,0
1032,1032,2129,Education,2955255.98,7.80,2023-06-09,2033-06-09,Closed,120,High,0
1033,1033,1366,Personal,1683488.44,7.05,2024-08-31,2044-08-31,Active,240,High,0
1034,1034,2475,Home,4249896.61,9.44,2024-12-07,2042-12-07,Closed,216,High,0
1035,1035,3649,Personal,1630884.10,7.03,2008-03-04,2023-03-04,Closed,180,High,0
1036,1036,3572,Personal,287486.70,8.26,2013-01-18,2032-01-18,Closed,228,Medium,0
1037,1037,2967,Home,885064.64,12.90,2023-09-03,2026-09-03,Default,36,High,0
1038,1038,2549,Personal,3848240.53,7.16,2014-11-30,2028-11-30,Default,168,High,0
1039,1039,3018,Education,4124441.76,13.90,2023-10-26,2039-10-26,Active,192,High,0
1040,1040,692,Education,771226.56,11.37,2015-05-11,2018-05-11,Closed,36,High,0
1041,1041,28,Personal,4652773.63,10.58,2011-03-23,2019-03-23,Active,96,High,0
1042,1042,4040,Education,2749109.60,10.25,2024-06-01,2026-06-01,Closed,24,High,0
1043,1043,4881,Personal,3219347.13,8.95,2022-05-07,2031-05-07,Active,108,High,0
1044,1044,1524,Personal,192782.91,6.91,2009-06-23,2011-06-23,Closed,24,Medium,0
1045,1045,3715,Education,4575234.14,12.69,2012-08-19,2026-08-19,Active,168,High,0
1046,1046,755,Education,4593508.29,11.54,2024-05-23,2036-05-23,Active,144,High,0
1047,1047,4887,Car,4530807.31,10.53,2022-06-24,2026-06-24,Active,48,High,0
1048,1048,150,Education,835707.95,11.59,2022-02-06,2027-02-06,Closed,60,High,0
1049,1049,2676,Car,675387.98,6.27,2011-03-11,2030-03-11,Closed,228,High,0
1050,1050,2486,Car,2383028.22,6.18,2024-12-16,2038-12-16,Closed,168,High,0
1051,1051,3023,Education,1182038.05,13.67,2018-10-23,2022-10-23,Default,48,High,0
1052,1052,2441,Car,91940.05,11.64,2011-11-26,2031-11-26,Closed,240,Low,0
1053,1053,3726,Personal,1791257.95,6.13,2020-10-10,2024-10-10,Active,48,High,0
1054,1054,2824,Personal,4449588.27,8.60,2014-08-22,2021-08-22,Active,84,High,0
1055,1055,1090,Home,4698830.06,13.44,2021-03-30,2028-03-30,Active,84,High,0
1056,1056,3355,Personal,4110930.97,8.59,2024-07-14,2030-07-14,Default,72,High,0
1057,1057,4934,Home,123987.74,7.92,2019-04-29,2021-04-29,Closed,24,Medium,0
1058,1058,2246,Home,4426436.06,7.64,2013-07-20,2014-07-20,Default,12,High,0
1059,1059,2413,Home,992530.86,9.42,2020-12-10,2037-12-10,Default,204,High,0
1060,1060,2579,Home,514242.79,5.64,2024-10-17,2039-10-17,Closed,180,High,0
1061,1061,2064,Personal,2087925.38,9.63,2016-10-14,2036-10-14,Active,240,High,0
1062,1062,1538,Education,853202.12,5.56,2023-01-13,2029-01-13,Default,72,High,0
1063,1063,1520,Personal,731296.41,8.80,2017-01-06,2030-01-06,Closed,156,High,0
1064,1064,3664,Car,1544760.41,12.74,2013-04-19,2024-04-19,Default,132,High,0
1065,1065,4489,Home,1115463.34,8.69,2021-12-06,2032-12-06,Default,132,High,0
1066,1066,984,Home,2111209.62,13.41,2021-01-27,2029-01-27,Closed,96,High,0
1067,1067,2699,Home,3492449.30,9.20,2012-12-14,2015-12-14,Closed,36,High,0
1068,1068,1749,Personal,4624230.30,10.36,2018-03-27,2032-03-27,Closed,168,High,0
1069,1069,2309,Personal,611933.41,12.39,2023-03-13,2030-03-13,Active,84,High,0
1070,1070,1420,Home,60345.98,6.03,2023-12-30,2042-12-30,Default,228,Low,0
1071,1071,3452,Personal,4963704.57,13.21,2023-03-12,2024-03-12,Default,12,High,0
1072,1072,3998,Car,1739114.75,5.76,2024-05-09,2041-05-09,Closed,204,High,0
1073,1073,4166,Home,2633494.66,13.33,2024-07-10,2030-07-10,Default,72,High,0
1074,1074,159,Personal,1575957.47,6.57,2016-12-01,2022-12-01,Active,72,High,0
1075,1075,629,Education,1459843.25,9.75,2024-05-14,2027-05-14,Default,36,High,0
1076,1076,4216,Home,1763214.65,12.51,2021-05-28,2032-05-28,Default,132,High,0
1077,1077,2396,Home,4492104.29,12.92,2024-03-23,2043-03-23,Default,228,High,0
1078,1078,2470,Home,2097905.66,8.97,2020-12-28,2038-12-28,Active,216,High,0
1079,1079,3102,Car,4041903.82,8.42,2022-10-17,2026-10-17,Closed,48,High,0
1080,1080,2331,Education,4572402.15,8.16,2024-08-17,2027-08-17,Default,36,High,0
1081,1081,1888,Home,2734086.61,11.21,2007-06-11,2023-06-11,Default,192,High,0
1082,1082,1914,Education,4183345.21,12.15,2024-12-29,2035-12-29,Closed,132,High,0
1083,1083,993,Personal,4002467.40,8.41,2015-07-23,2034-07-23,Active,228,High,0
1084,1084,2606,Personal,3051245.68,9.87,2020-01-29,2036-01-29,Default,192,High,0
1085,1085,4329,Home,1502690.17,7.07,2023-05-23,2028-05-23,Closed,60,High,0
1086,1086,326,Home,4273780.74,13.71,2023-09-11,2035-09-11,Closed,144,High,0
1087,1087,694,Car,2705835.46,7.12,2018-11-11,2019-11-11,Active,12,High,0
1088,1088,1498,Home,727627.22,13.71,2013-03-19,2017-03-19,Closed,48,High,0
1089,1089,2867,Personal,1197099.86,7.59,2016-08-15,2034-08-15,Default,216,High,0
1090,1090,2421,Car,2392672.18,13.99,2024-10-09,2032-10-09,Default,96,High,0
1091,1091,4122,Education,2077564.68,8.03,2013-03-26,2015-03-26,Active,24,High,0
1092,1092,2404,Personal,1012031.09,8.42,2024-12-08,2026-12-08,Active,24,High,0
1093,1093,2068,Personal,3680798.66,10.20,2024-05-29,2037-05-29,Active,156,High,0
1094,1094,4749,Home,1610161.32,8.76,2015-01-09,2035-01-09,Closed,240,High,0
1095,1095,4701,Education,566368.13,9.64,2017-01-04,2033-01-04,Closed,192,High,0
1096,1096,1737,Car,830886.42,10.81,2020-07-17,2035-07-17,Default,180,High,0
1097,1097,4038,Education,1681925.93,10.44,2016-12-29,2019-12-29,Default,36,High,0
1098,1098,2880,Car,2284383.36,6.58,2014-09-11,2023-09-11,Active,108,High,0
1099,1099,1051,Education,981525.15,11.28,2006-11-29,2012-11-29,Default,72,High,0
1100,1100,1714,Car,4219180.28,6.70,2024-03-27,2041-03-27,Closed,204,High,0
1101,1101,2557,Car,4173335.36,5.13,2024-05-14,2044-05-14,Default,240,High,0
1102,1102,2174,Education,3587659.47,6.31,2015-01-05,2028-01-05,Active,156,High,0
1103,1103,4868,Car,3940682.82,5.06,2023-11-08,2037-11-08,Closed,168,High,0
1104,1104,1834,Education,1857159.46,5.04,2022-12-11,2025-12-11,Closed,36,High,0
1105,1105,2919,Car,3581606.31,9.80,2019-09-26,2021-09-26,Default,24,High,0
1106,1106,4972,Home,2389405.81,5.48,2018-08-21,2033-08-21,Closed,180,High,0
1107,1107,2314,Car,4086774.22,11.21,2023-01-21,2043-01-21,Default,240,High,0
1108,1108,1433,Personal,3431154.25,10.40,2014-06-02,2025-06-02,Default,132,High,0
1109,1109,3298,Education,248566.02,9.43,2018-04-27,2025-04-27,Default,84,Medium,0
1110,1110,335,Education,4667944.84,8.23,2020-10-01,2035-10-01,Closed,180,High,0
1111,1111,4133,Home,4022664.42,12.34,2020-07-12,2027-07-12,Default,84,High,0
1112,1112,2017,Personal,2288967.05,6.72,2019-04-12,2027-04-12,Closed,96,High,0
1113,1113,2748,Home,1436591.65,6.42,2013-02-05,2023-02-05,Closed,120,High,0
1114,1114,4255,Home,4161239.83,11.81,2017-04-07,2021-04-07,Closed,48,High,0
1115,1115,3571,Education,4749168.69,9.00,2010-05-30,2020-05-30,Default,120,High,0
1116,1116,3261,Education,3489380.27,13.54,2015-09-30,2020-09-30,Closed,60,High,0
1117,1117,3495,Education,1377517.63,6.55,2018-09-25,2035-09-25,Active,204,High,0
1118,1118,3210,Car,1984556.72,10.77,2018-02-28,2037-02-28,Closed,228,High,0
1119,1119,2786,Personal,3961453.96,10.69,2022-02-04,2026-02-04,Closed,48,High,0
1120,1120,2438,Home,1279633.35,9.62,2022-09-29,2030-09-29,Closed,96,High,0
1121,1121,5,Personal,868335.37,11.94,2023-03-23,2038-03-23,Closed,180,High,0
1122,1122,3879,Car,3119972.65,9.00,2019-11-07,2029-11-07,Default,120,High,0
1123,1123,925,Home,612340.49,10.99,2021-11-15,2022-11-15,Active,12,High,0
1124,1124,3640,Personal,3910038.99,6.99,2010-03-01,2030-03-01,Closed,240,High,0
1125,1125,4308,Education,380769.87,12.90,2012-06-25,2028-06-25,Closed,192,Medium,0
1126,1126,4511,Personal,2685152.28,11.23,2019-05-16,2035-05-16,Active,192,High,0
1127,1127,4693,Home,4080087.22,9.31,2020-08-17,2030-08-17,Active,120,High,0
1128,1128,940,Home,3597417.45,10.75,2023-12-10,2038-12-10,Default,180,High,0
1129,1129,2736,Home,4576003.93,10.90,2012-07-23,2016-07-23,Default,48,High,0
1130,1130,4574,Education,2381514.03,12.59,2020-07-29,2028-07-29,Closed,96,High,0
1131,1131,3892,Personal,2956107.46,5.11,2020-08-17,2040-08-17,Active,240,High,0
1132,1132,133,Home,4576917.20,5.24,2019-09-19,2033-09-19,Default,168,High,0
1133,1133,2762,Car,1839730.59,5.03,2019-01-16,2038-01-16,Default,228,High,0
1134,1134,913,Car,3854003.58,12.25,2014-09-21,2017-09-21,Active,36,High,0
1135,1135,3427,Car,3428632.77,9.28,2021-04-03,2024-04-03,Closed,36,High,0
1136,1136,3759,Education,2769431.64,13.94,2022-01-22,2024-01-22,Active,24,High,0
1137,1137,2589,Home,1600175.85,12.80,2024-03-08,2025-03-08,Closed,12,High,0
1138,1138,507,Education,3727870.27,11.94,2022-05-28,2023-05-28,Active,12,High,0
1139,1139,896,Personal,4130723.72,12.72,2024-03-16,2031-03-16,Closed,84,High,0
1140,1140,3142,Home,1413002.53,8.80,2023-02-05,2031-02-05,Default,96,High,0
1141,1141,3785,Personal,1972531.51,10.11,2017-08-25,2020-08-25,Default,36,High,0
1142,1142,699,Home,1395470.89,6.86,2007-01-07,2026-01-07,Active,228,High,0
1143,1143,70,Education,1752750.78,12.97,2021-04-28,2025-04-28,Active,48,High,0
1144,1144,965,Education,3953371.16,12.84,2022-08-07,2027-08-07,Active,60,High,0
1145,1145,1780,Home,764246.74,11.87,2024-04-25,2039-04-25,Closed,180,High,0
1146,1146,2469,Car,1098423.32,10.87,2024-11-07,2031-11-07,Default,84,High,0
1147,1147,3,Personal,1203490.88,10.26,2024-04-02,2028-04-02,Default,48,High,0
1148,1148,2572,Personal,1084924.62,8.07,2017-09-23,2032-09-23,Closed,180,High,0
1149,1149,380,Car,4117605.34,11.88,2024-07-22,2034-07-22,Closed,120,High,0
1150,1150,2588,Personal,1749359.10,13.39,2024-06-25,2042-06-25,Active,216,High,0
1151,1151,2249,Personal,3028980.68,13.35,2023-09-02,2042-09-02,Default,228,High,0
1152,1152,1165,Car,3629008.94,5.92,2022-05-25,2029-05-25,Closed,84,High,0
1153,1153,1345,Car,1665755.02,7.35,2011-08-03,2021-08-03,Default,120,High,0
1154,1154,2522,Car,1175944.51,11.12,2017-10-27,2035-10-27,Closed,216,High,0
1155,1155,3543,Personal,1856618.57,6.19,2021-12-13,2040-12-13,Default,228,High,0
1156,1156,1285,Personal,1110660.03,7.37,2024-09-13,2036-09-13,Default,144,High,0
1157,1157,2693,Home,2661321.43,9.69,2020-03-31,2029-03-31,Default,108,High,0
1158,1158,881,Car,329345.82,8.28,2023-03-13,2036-03-13,Active,156,Medium,0
1159,1159,13,Home,4973822.84,6.46,2023-08-31,2029-08-31,Default,72,High,0
1160,1160,3247,Personal,715545.74,7.61,2023-03-08,2040-03-08,Closed,204,High,0
1161,1161,3470,Personal,4475658.29,6.45,2022-12-07,2026-12-07,Default,48,High,0
1162,1162,4768,Home,832624.49,9.99,2022-11-02,2024-11-02,Closed,24,High,0
1163,1163,278,Personal,2182692.99,7.71,2024-06-10,2032-06-10,Closed,96,High,0
1164,1164,3260,Personal,344074.04,5.91,2020-06-30,2033-06-30,Closed,156,Medium,0
1165,1165,88,Personal,2115602.87,7.70,2018-08-08,2034-08-08,Default,192,High,0
1166,1166,4293,Home,3495450.71,7.79,2024-02-18,2027-02-18,Default,36,High,0
1167,1167,2536,Personal,4116208.45,6.84,2024-02-26,2041-02-26,Active,204,High,0
1168,1168,580,Education,2827693.48,6.87,2021-10-11,2028-10-11,Closed,84,High,0
1169,1169,3767,Education,2334830.77,7.89,2024-01-01,2032-01-01,Active,96,High,0
1170,1170,4554,Car,2881540.54,8.37,2015-08-07,2023-08-07,Closed,96,High,0
1171,1171,1912,Home,3896869.79,12.27,2022-08-26,2029-08-26,Closed,84,High,0
1172,1172,4811,Personal,1889614.74,13.16,2021-07-04,2026-07-04,Active,60,High,0
1173,1173,1340,Car,1558639.70,7.04,2019-02-22,2022-02-22,Closed,36,High,0
1174,1174,2751,Home,1147100.65,12.98,2022-12-26,2041-12-26,Default,228,High,0
1175,1175,615,Personal,363443.10,7.84,2020-06-06,2032-06-06,Closed,144,Medium,0
1176,1176,3393,Home,2654620.16,13.24,2016-11-09,2029-11-09,Default,156,High,0
1177,1177,3806,Personal,3883310.94,12.23,2023-11-28,2034-11-28,Closed,132,High,0
1178,1178,4089,Education,3972606.21,5.96,2022-02-27,2025-02-27,Closed,36,High,0
1179,1179,1863,Education,4087557.58,11.36,2019-11-07,2038-11-07,Active,228,High,0
1180,1180,2220,Home,1965259.80,5.32,2015-01-29,2018-01-29,Default,36,High,0
1181,1181,4029,Home,2946734.51,5.10,2020-06-03,2027-06-03,Default,84,High,0
1182,1182,2613,Education,3300335.28,11.17,2022-06-21,2034-06-21,Default,144,High,0
1183,1183,682,Education,1756601.21,8.21,2012-11-24,2020-11-24,Active,96,High,0
1184,1184,3703,Car,3225435.18,6.10,2013-02-18,2016-02-18,Active,36,High,0
1185,1185,4748,Education,3004752.82,9.73,2018-03-11,2022-03-11,Closed,48,High,0
1186,1186,1596,Home,2434171.02,13.66,2018-11-12,2024-11-12,Closed,72,High,0
1187,1187,3469,Home,2993950.03,8.90,2016-09-13,2036-09-13,Default,240,High,0
1188,1188,3701,Home,1873586.13,11.37,2022-01-05,2035-01-05,Default,156,High,0
1189,1189,4076,Education,4490538.77,11.59,2019-02-21,2023-02-21,Active,48,High,0
1190,1190,3455,Personal,888435.77,6.92,2022-06-28,2041-06-28,Active,228,High,0
1191,1191,1484,Home,4136236.37,9.88,2015-01-15,2034-01-15,Closed,228,High,0
1192,1192,2557,Home,3638694.81,11.86,2023-02-26,2035-02-26,Closed,144,High,0
1193,1193,1548,Home,3642350.81,7.62,2009-12-29,2026-12-29,Active,204,High,0
1194,1194,1783,Education,2767612.36,11.20,2024-07-15,2030-07-15,Active,72,High,0
1195,1195,3334,Home,4050795.35,13.80,2024-10-05,2037-10-05,Active,156,High,0
1196,1196,2443,Personal,3056050.47,8.63,2012-12-05,2031-12-05,Active,228,High,0
1197,1197,1995,Home,3721761.56,13.79,2023-03-04,2036-03-04,Active,156,High,0
1198,1198,585,Home,3366180.44,5.69,2018-01-25,2020-01-25,Active,24,High,0
1199,1199,3411,Car,1463863.16,10.83,2007-09-15,2019-09-15,Active,144,High,0
1200,1200,4912,Car,1719498.03,10.73,2013-10-03,2033-10-03,Active,240,High,0
1201,1201,1672,Education,740141.15,5.22,2018-05-12,2020-05-12,Active,24,High,0
1202,1202,4077,Education,4401733.60,5.72,2024-09-13,2035-09-13,Active,132,High,0
1203,1203,3476,Personal,743917.25,5.99,2018-11-26,2034-11-26,Closed,192,High,0
1204,1204,1525,Home,2626792.34,11.68,2019-04-20,2033-04-20,Active,168,High,0
1205,1205,2856,Home,3797706.07,5.27,2017-12-22,2026-12-22,Default,108,High,0
1206,1206,1697,Personal,2967219.56,9.37,2024-01-21,2043-01-21,Default,228,High,0
1207,1207,3268,Personal,3502368.81,6.68,2021-07-28,2034-07-28,Closed,156,High,0
1208,1208,3073,Home,2421413.68,6.36,2017-08-09,2027-08-09,Default,120,High,0
1209,1209,1505,Personal,1286901.18,13.16,2024-12-15,2031-12-15,Default,84,High,0
1210,1210,2363,Car,4370660.84,8.98,2024-02-16,2031-02-16,Active,84,High,0
1211,1211,4115,Education,4612573.33,10.97,2023-03-26,2029-03-26,Closed,72,High,0
1212,1212,2337,Car,179770.66,5.26,2017-11-29,2020-11-29,Default,36,Medium,0
1213,1213,2098,Home,3682487.44,11.16,2017-07-16,2018-07-16,Active,12,High,0
1214,1214,4416,Personal,2841471.67,6.04,2018-10-28,2035-10-28,Active,204,High,0
1215,1215,4790,Home,1141278.60,5.24,2019-12-13,2027-12-13,Default,96,High,0
1216,1216,2768,Education,2455241.53,8.41,2023-12-04,2035-12-04,Active,144,High,0
1217,1217,2449,Car,1631170.62,8.27,2024-08-31,2039-08-31,Active,180,High,0
1218,1218,1377,Education,4101694.51,9.00,2013-07-25,2023-07-25,Default,120,High,0
1219,1219,3289,Education,2652391.08,12.55,2021-09-23,2030-09-23,Active,108,High,0
1220,1220,2428,Car,677006.19,12.37,2021-01-21,2036-01-21,Closed,180,High,0
1221,1221,2312,Personal,4207947.93,5.28,2024-05-27,2041-05-27,Default,204,High,0
1222,1222,1411,Home,4030615.29,8.52,2013-03-01,2028-03-01,Closed,180,High,0
1223,1223,4778,Home,2536213.96,10.80,2024-12-13,2031-12-13,Default,84,High,0
1224,1224,3804,Car,1537387.03,8.32,2018-03-14,2037-03-14,Closed,228,High,0
1225,1225,2507,Education,1411259.71,11.66,2019-08-01,2030-08-01,Active,132,High,0
1226,1226,3820,Personal,1340160.64,13.90,2016-09-27,2029-09-27,Default,156,High,0
1227,1227,2392,Personal,425386.50,10.07,2024-12-11,2044-12-11,Active,240,Medium,0
1228,1228,2097,Home,1757036.84,7.13,2021-10-22,2026-10-22,Default,60,High,0
1229,1229,2421,Personal,3334825.80,9.86,2023-11-02,2031-11-02,Closed,96,High,0
1230,1230,1723,Personal,3078947.16,11.50,2024-06-12,2029-06-12,Default,60,High,0
1231,1231,2964,Education,3818880.96,12.18,2023-02-07,2035-02-07,Default,144,High,0
1232,1232,328,Education,3113227.32,10.53,2019-03-08,2024-03-08,Closed,60,High,0
1233,1233,4647,Education,1679339.82,13.26,2023-12-07,2027-12-07,Active,48,High,0
1234,1234,3898,Home,4118539.19,7.79,2021-10-07,2035-10-07,Closed,168,High,0
1235,1235,659,Education,900450.40,7.42,2020-08-19,2036-08-19,Closed,192,High,0
1236,1236,183,Education,2564433.45,12.78,2020-09-26,2024-09-26,Active,48,High,0
1237,1237,3604,Car,3271818.58,10.18,2024-11-30,2026-11-30,Default,24,High,0
1238,1238,4603,Personal,4385642.02,6.63,2024-02-19,2028-02-19,Default,48,High,0
1239,1239,3123,Education,3718405.04,13.69,2014-03-09,2031-03-09,Closed,204,High,0
1240,1240,455,Home,4111201.52,8.51,2017-03-08,2036-03-08,Default,228,High,0
1241,1241,3839,Personal,4778179.07,5.06,2023-07-08,2025-07-08,Active,24,High,0
1242,1242,2697,Personal,939077.22,12.23,2023-01-03,2043-01-03,Default,240,High,0
1243,1243,2586,Education,4434753.22,5.36,2024-09-06,2036-09-06,Active,144,High,0
1244,1244,1324,Car,4098940.84,5.92,2014-05-27,2027-05-27,Default,156,High,0
1245,1245,3175,Personal,615277.14,13.79,2024-11-14,2026-11-14,Closed,24,High,0
1246,1246,4595,Car,132471.72,9.04,2017-12-06,2018-12-06,Closed,12,Medium,0
1247,1247,2265,Car,2551713.60,10.84,2023-11-08,2042-11-08,Active,228,High,0
1248,1248,2825,Home,3597853.52,6.99,2010-01-20,2015-01-20,Active,60,High,0
1249,1249,2036,Car,1226193.26,5.04,2023-03-23,2036-03-23,Default,156,High,0
1250,1250,4698,Personal,2587407.49,6.80,2022-08-24,2031-08-24,Default,108,High,0
1251,1251,4549,Car,965913.52,7.34,2018-04-08,2030-04-08,Default,144,High,0
1252,1252,4964,Personal,3138012.02,9.34,2021-04-07,2037-04-07,Closed,192,High,0
1253,1253,1910,Education,546718.34,11.03,2022-11-08,2035-11-08,Default,156,High,0
1254,1254,2402,Education,3354232.88,12.84,2023-10-15,2030-10-15,Closed,84,High,0
1255,1255,3369,Home,3944170.21,5.92,2024-01-29,2043-01-29,Active,228,High,0
1256,1256,2856,Personal,3284404.53,11.45,2020-07-18,2030-07-18,Closed,120,High,0
1257,1257,596,Home,2503517.99,6.42,2014-06-19,2031-06-19,Active,204,High,0
1258,1258,440,Education,2181741.89,5.09,2022-02-16,2029-02-16,Closed,84,High,0
1259,1259,1561,Education,1125875.32,12.72,2024-05-19,2042-05-19,Active,216,High,0
1260,1260,4272,Education,4951215.38,10.70,2022-05-29,2042-05-29,Active,240,High,0
1261,1261,2680,Car,823577.31,5.84,2016-07-07,2036-07-07,Default,240,High,0
1262,1262,1598,Car,3834849.55,12.81,2009-11-05,2016-11-05,Closed,84,High,0
1263,1263,3391,Home,747563.16,8.32,2022-08-26,2033-08-26,Default,132,High,0
1264,1264,4303,Personal,2720758.96,6.91,2016-07-08,2029-07-08,Closed,156,High,0
1265,1265,4718,Home,394083.47,12.73,2012-10-01,2030-10-01,Default,216,Medium,0
1266,1266,1923,Education,1065174.33,5.62,2022-12-31,2035-12-31,Default,156,High,0
1267,1267,1671,Home,3079400.86,11.97,2024-10-17,2038-10-17,Active,168,High,0
1268,1268,867,Car,3491523.97,11.44,2021-04-28,2040-04-28,Default,228,High,0
1269,1269,4446,Home,3592163.05,9.87,2014-04-25,2016-04-25,Active,24,High,0
